collected_at,location,latitude,longitude,forecast_time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pm10,pm2_5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T00:00,27.0,90,0.0,0.8,13.4,12.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T01:00,26.7,90,0.0,0.8,14.2,13.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T02:00,26.2,91,0.0,2.6,13.7,13.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T03:00,25.7,94,0.0,4.3,14.5,13.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T04:00,25.5,93,0.0,4.4,15.7,15.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T05:00,25.3,94,0.0,4.6,17.0,16.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T06:00,25.0,95,0.0,4.3,19.2,18.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T07:00,25.5,94,0.0,2.0,19.7,19.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T08:00,26.4,91,0.0,1.3,10.0,9.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T09:00,27.7,82,0.0,1.4,8.2,7.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T10:00,29.0,76,0.0,1.1,7.8,6.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T11:00,29.9,74,0.0,2.3,7.4,5.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T12:00,30.6,73,0.0,2.2,8.1,6.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T13:00,30.1,79,0.1,4.7,8.3,6.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T14:00,29.5,85,0.2,5.2,9.2,7.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T15:00,29.3,85,0.3,4.3,9.7,8.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T16:00,29.6,83,0.0,4.5,9.7,8.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T17:00,29.4,83,0.1,3.7,9.1,7.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T18:00,29.1,85,0.0,4.0,7.4,6.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T19:00,28.3,89,0.0,3.4,7.2,6.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T20:00,27.6,92,0.0,4.4,8.1,6.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T21:00,27.1,94,0.0,2.9,8.9,7.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T22:00,26.6,96,0.0,4.1,9.2,7.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-27T23:00,26.2,97,0.0,3.7,9.1,7.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T00:00,26.1,97,0.0,2.3,8.5,6.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T01:00,25.7,98,0.0,3.8,8.4,6.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T02:00,25.5,98,0.0,4.2,8.6,6.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T03:00,25.6,98,0.0,2.3,8.4,6.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T04:00,25.4,98,0.0,5.4,7.8,5.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T05:00,24.9,98,0.3,4.0,7.1,5.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T06:00,24.7,99,0.3,3.5,6.0,4.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T07:00,24.8,99,3.1,3.7,4.7,3.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T08:00,25.2,98,1.3,3.0,4.0,3.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T09:00,26.1,98,0.8,1.5,3.8,3.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T10:00,26.4,98,1.4,1.1,3.1,2.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T11:00,26.9,96,4.6,1.3,3.0,2.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T12:00,27.1,95,4.5,2.9,3.7,2.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T13:00,27.0,95,7.3,3.9,4.2,3.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T14:00,26.9,94,8.7,5.8,4.8,4.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T15:00,26.6,95,8.0,5.7,4.0,3.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T16:00,26.7,96,2.8,4.3,3.4,2.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T17:00,26.7,97,0.6,2.5,3.2,2.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T18:00,26.5,97,0.4,3.3,3.5,3.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T19:00,26.2,98,0.0,3.6,4.5,3.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T20:00,25.9,98,0.0,4.3,5.3,4.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T21:00,25.7,99,0.0,4.5,6.2,5.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T22:00,25.6,98,1.8,3.8,7.3,6.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-28T23:00,25.5,98,1.5,3.8,7.9,6.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T00:00,25.6,97,1.1,5.5,8.8,7.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T01:00,26.2,96,0.4,7.2,7.9,6.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T02:00,26.3,95,0.1,8.3,5.8,4.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T03:00,26.2,95,0.0,8.2,3.6,2.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T04:00,26.0,95,0.0,7.7,3.7,2.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T05:00,25.9,95,0.0,7.7,3.6,2.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T06:00,25.7,95,0.0,6.4,3.6,2.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T07:00,25.7,95,0.0,5.4,3.2,2.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T08:00,26.2,93,0.0,6.4,3.1,2.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T09:00,27.2,91,0.0,7.9,3.3,2.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T10:00,28.2,87,0.0,9.4,3.7,3.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T11:00,29.4,80,0.0,10.5,4.3,3.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T12:00,30.1,76,0.0,10.9,5.1,3.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T13:00,30.8,74,0.1,11.0,5.6,4.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T14:00,31.0,73,0.3,11.0,6.2,4.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T15:00,30.8,74,0.3,10.2,6.2,4.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T16:00,30.4,76,0.2,9.2,6.0,4.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T17:00,30.3,76,0.0,9.2,6.5,5.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T18:00,29.6,79,0.0,8.7,6.3,5.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T19:00,28.7,81,0.0,8.4,6.2,5.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T20:00,28.0,85,0.0,8.3,6.8,5.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T21:00,27.5,88,0.0,7.5,6.8,5.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T22:00,27.1,90,0.0,7.1,6.5,5.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-29T23:00,26.8,92,0.0,7.4,6.4,5.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T00:00,26.5,94,0.0,6.6,5.6,4.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T01:00,26.0,94,0.0,6.7,5.4,4.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T02:00,25.6,94,0.0,7.3,5.5,4.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T03:00,25.2,94,0.0,9.1,5.5,4.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T04:00,25.0,94,0.0,10.0,5.4,4.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T05:00,25.0,95,0.0,9.1,6.1,5.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T06:00,25.0,96,0.0,11.1,6.3,5.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T07:00,25.9,91,0.0,12.2,6.5,5.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T08:00,27.4,84,0.0,12.1,6.8,5.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T09:00,28.0,81,0.0,12.6,6.1,4.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T10:00,29.1,74,0.0,9.8,5.7,4.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T11:00,30.8,66,0.0,12.2,5.2,4.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T12:00,31.3,66,0.0,13.4,5.7,4.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T13:00,32.0,63,0.0,13.5,7.6,5.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T14:00,32.6,62,0.0,12.4,7.3,5.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T15:00,29.9,74,1.0,5.2,8.4,6.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T16:00,29.1,78,1.0,7.0,8.1,6.2
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T17:00,27.7,79,0.6,8.1,7.6,5.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T18:00,27.3,84,0.4,2.2,6.3,5.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T19:00,26.3,92,0.4,6.7,7.7,6.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T20:00,25.7,95,0.3,7.5,8.2,6.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T21:00,25.2,96,0.0,6.3,9.2,7.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T22:00,24.8,98,0.0,5.5,9.1,7.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-30T23:00,24.7,98,0.0,3.9,7.1,6.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T00:00,24.5,98,0.0,3.3,6.7,5.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T01:00,24.3,98,0.0,3.4,7.2,6.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T02:00,24.1,98,0.0,3.6,8.3,7.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T03:00,23.9,98,0.0,3.9,9.6,8.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T04:00,23.7,98,0.4,4.2,10.8,9.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T05:00,23.5,99,0.4,4.6,10.4,9.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T06:00,23.5,98,0.4,4.8,10.5,9.5
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T07:00,23.9,97,0.1,4.8,11.7,10.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T08:00,24.5,94,0.1,4.7,13.0,11.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T09:00,25.3,91,0.1,4.7,11.4,9.0
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T10:00,26.3,86,0.3,4.7,10.6,7.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T11:00,27.5,79,0.3,4.7,9.6,7.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T12:00,28.5,75,0.3,4.3,8.9,6.9
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T13:00,29.3,71,0.2,2.3,8.5,6.8
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T14:00,30.0,69,0.2,2.2,8.4,7.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T15:00,30.1,69,0.2,3.5,7.9,7.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T16:00,29.0,73,1.9,2.8,8.4,7.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T17:00,27.3,80,1.9,3.3,8.9,8.1
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T18:00,26.0,87,1.9,5.1,9.1,8.4
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T19:00,25.3,92,0.0,5.4,11.3,10.6
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T20:00,24.9,95,0.0,5.0,13.0,12.3
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T21:00,24.7,97,0.0,4.6,15.3,14.7
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T22:00,24.6,97,0.0,4.7,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-08-31T23:00,24.7,94,0.0,4.8,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T00:00,24.7,93,0.0,5.0,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T01:00,24.4,94,0.0,4.6,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T02:00,23.9,96,0.0,4.1,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T03:00,23.6,97,0.0,4.0,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T04:00,23.3,98,0.0,4.1,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T05:00,23.2,97,0.0,4.9,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T06:00,23.4,95,0.0,5.6,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T07:00,24.2,92,0.0,6.5,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T08:00,25.2,89,0.0,7.5,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T09:00,26.4,84,0.0,7.8,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T10:00,27.6,78,0.1,7.4,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T11:00,28.8,70,0.1,6.5,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T12:00,29.8,65,0.1,5.8,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T13:00,30.4,62,0.0,4.9,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T14:00,30.7,60,0.0,4.2,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T15:00,30.7,61,0.0,3.6,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T16:00,30.3,65,0.0,3.6,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T17:00,29.7,71,0.0,4.0,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T18:00,28.9,77,0.0,4.4,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T19:00,28.1,83,0.0,4.9,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T20:00,27.3,88,0.0,5.8,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T21:00,26.6,91,0.0,6.3,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T22:00,26.1,93,0.0,6.7,,
2026-08-27T10:51:03+09:00,진주,35.19278,128.08472,2026-09-01T23:00,25.7,93,0.0,7.1,,
