collected_at,location,latitude,longitude,forecast_time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pm10,pm2_5
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T00:00,26.3,96,0.0,6.4,3.8,3.2
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T01:00,26.3,95,0.0,7.1,3.8,3.1
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T02:00,26.3,94,0.1,7.9,3.6,2.8
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T03:00,26.2,95,0.0,7.9,3.6,2.8
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T04:00,26.2,94,0.0,7.0,3.4,2.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T05:00,26.0,94,0.0,6.3,3.5,2.7
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T06:00,25.6,95,0.0,6.6,3.5,2.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T07:00,26.1,93,0.0,6.6,3.9,3.0
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T08:00,27.4,87,0.0,8.5,4.2,3.2
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T09:00,28.7,81,0.0,9.3,4.4,3.5
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T10:00,29.7,76,0.0,9.5,4.5,3.4
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T11:00,30.4,73,0.0,9.9,4.9,3.7
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T12:00,30.9,72,0.0,10.8,4.8,3.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T13:00,31.3,70,0.0,12.5,4.5,3.3
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T14:00,31.6,69,0.0,13.4,5.0,3.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T15:00,31.0,72,0.0,12.8,5.3,4.0
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T16:00,30.4,74,0.1,11.7,5.3,3.9
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T17:00,30.1,75,0.0,10.4,5.3,4.1
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T18:00,29.5,78,0.0,8.9,5.7,4.4
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T19:00,28.6,82,0.0,7.9,5.7,4.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T20:00,28.0,86,0.0,7.4,6.8,5.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T21:00,27.5,90,0.0,6.1,8.1,6.8
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T22:00,27.2,92,0.0,6.4,9.3,7.9
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-29T23:00,26.8,93,0.0,6.1,10.0,8.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T00:00,26.5,94,0.0,6.1,10.0,8.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T01:00,26.2,94,0.0,6.1,8.9,7.7
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T02:00,25.8,94,0.0,6.1,8.1,6.8
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T03:00,25.5,94,0.0,5.9,7.7,6.3
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T04:00,25.3,95,0.0,5.9,6.3,5.1
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T05:00,25.2,95,0.0,4.6,5.2,4.1
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T06:00,25.0,96,0.0,3.6,3.3,2.5
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T07:00,25.3,95,0.0,1.6,2.7,2.1
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T08:00,26.8,89,0.0,2.6,3.3,2.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T09:00,28.3,83,0.0,3.1,3.7,3.0
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T10:00,29.4,79,0.1,4.1,3.6,2.9
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T11:00,29.8,79,0.6,6.1,3.5,2.9
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T12:00,30.6,75,0.4,6.9,3.6,3.0
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T13:00,31.4,71,0.4,7.6,3.6,3.2
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T14:00,31.2,72,0.5,8.6,3.9,3.3
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T15:00,31.1,74,0.3,9.8,4.1,3.4
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T16:00,30.0,80,0.4,10.5,4.4,3.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T17:00,29.7,80,0.2,8.0,5.0,3.9
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T18:00,29.4,80,0.0,6.9,4.5,3.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T19:00,28.4,86,0.0,4.7,4.2,3.6
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T20:00,27.7,88,0.0,5.2,4.2,3.8
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T21:00,27.2,91,0.0,4.7,3.6,3.0
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T22:00,27.1,90,0.0,5.9,2.5,2.2
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-30T23:00,26.7,92,0.0,6.4,2.9,2.5
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-31T00:00,26.3,93,0.0,5.4,3.6,3.2
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-31T01:00,26.0,95,0.0,4.4,3.9,3.5
2026-08-29T12:26:46+09:00,진주,35.19278,128.08472,2026-08-31T02:00,25.6,97,0.0,3.4,4.6,4.2
