collected_at,location,latitude,longitude,forecast_time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pm10,pm2_5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T00:00,18.1,76,0.0,7.2,11.1,8.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T01:00,17.7,78,0.0,7.6,11.0,7.8
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T02:00,17.4,80,0.0,6.8,10.8,7.7
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T03:00,17.2,81,0.0,6.8,10.9,7.7
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T04:00,17.2,82,0.0,8.3,11.2,7.8
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T05:00,17.3,82,0.0,7.0,11.7,8.1
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T06:00,17.4,82,0.0,6.8,12.1,8.4
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T07:00,17.7,82,0.0,7.2,12.5,8.7
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T08:00,19.1,79,0.0,8.3,14.5,9.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T09:00,21.2,75,0.0,9.7,15.4,10.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T10:00,23.2,70,0.0,11.5,16.7,11.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T11:00,24.1,67,0.0,12.5,18.5,12.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T12:00,25.4,63,0.0,12.9,19.2,13.3
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T13:00,26.2,58,0.0,13.7,17.9,12.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T14:00,26.5,57,0.0,14.0,17.2,12.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T15:00,26.3,57,0.0,14.0,17.0,11.8
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T16:00,25.5,60,0.0,12.9,16.8,11.7
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T17:00,24.7,63,0.0,10.9,16.5,11.4
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T18:00,23.4,67,0.0,10.0,16.0,10.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T19:00,22.3,70,0.0,7.9,15.5,10.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T20:00,21.5,71,0.0,8.7,15.3,10.4
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T21:00,21.1,73,0.0,8.6,15.7,10.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T22:00,20.8,75,0.0,8.8,16.2,10.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-17T23:00,20.6,77,0.0,8.4,16.6,11.2
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T00:00,20.4,78,0.0,8.7,16.8,11.3
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T01:00,20.3,78,0.0,9.5,16.7,11.1
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T02:00,19.1,88,0.5,6.9,16.6,10.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T03:00,18.6,92,1.1,7.9,17.4,11.3
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T04:00,18.5,93,1.1,7.8,16.1,10.4
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T05:00,18.4,93,0.3,8.3,15.3,9.8
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T06:00,18.5,93,0.0,7.9,13.1,8.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T07:00,18.8,93,0.0,8.7,12.7,8.4
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T08:00,19.2,91,0.0,9.4,12.9,8.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T09:00,19.5,91,0.1,6.9,12.9,8.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T10:00,20.4,89,0.0,8.8,12.3,8.3
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T11:00,21.0,88,0.2,8.5,11.9,8.1
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T12:00,21.6,86,0.0,7.5,12.3,8.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T13:00,22.1,84,0.0,8.2,13.6,9.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T14:00,22.5,83,0.0,8.7,12.5,8.9
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T15:00,22.4,83,0.0,8.7,11.3,8.1
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T16:00,22.2,80,0.0,9.2,10.3,7.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T17:00,22.0,80,0.0,8.7,9.8,7.2
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T18:00,21.6,83,0.0,7.4,9.4,7.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T19:00,22.1,73,0.0,8.2,8.5,6.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T20:00,21.2,76,0.0,7.6,7.8,6.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T21:00,20.5,79,0.0,7.3,7.3,5.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T22:00,20.1,81,0.0,7.2,7.0,5.5
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-18T23:00,20.2,81,0.0,8.3,6.7,5.2
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T00:00,20.1,80,0.0,9.8,6.4,5.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T01:00,20.0,81,0.0,9.0,6.1,4.7
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T02:00,20.0,82,0.0,9.0,6.1,4.6
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T03:00,19.9,82,0.0,9.0,6.4,4.8
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T04:00,19.9,83,0.0,9.7,6.7,5.0
2026-09-17T08:59:47+09:00,진주,35.19278,128.08472,2026-09-19T05:00,19.9,84,0.0,9.8,7.2,5.3
