collected_at,location,latitude,longitude,forecast_time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pm10,pm2_5
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T00:00,24.0,94,0.0,3.9,8.4,6.7
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T01:00,23.9,93,0.0,4.0,7.9,6.1
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T02:00,23.4,94,0.0,4.5,7.8,5.9
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T03:00,23.1,96,0.0,4.7,8.2,6.1
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T04:00,22.6,97,0.0,4.8,8.9,6.5
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T05:00,22.2,98,0.0,5.2,9.3,6.9
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T06:00,22.0,98,0.0,4.8,10.0,7.5
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T07:00,23.0,97,0.0,3.9,11.1,8.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T08:00,25.1,90,0.0,1.3,9.5,6.9
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T09:00,27.9,79,0.0,3.9,8.3,6.0
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T10:00,29.6,72,0.0,8.7,9.0,6.5
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T11:00,30.6,67,0.0,8.7,9.1,6.8
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T12:00,31.5,63,0.0,8.7,8.0,6.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T13:00,31.8,61,0.0,9.2,7.3,6.3
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T14:00,31.2,63,0.0,8.0,7.2,6.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T15:00,31.0,67,0.0,8.0,7.3,6.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T16:00,31.0,66,0.0,7.3,7.5,6.6
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T17:00,30.2,70,0.0,7.1,8.2,7.3
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T18:00,29.4,74,0.0,4.7,9.7,8.8
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T19:00,28.4,79,0.0,1.8,12.2,11.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T20:00,27.5,83,0.0,2.7,14.6,13.7
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T21:00,26.9,86,0.0,2.6,15.9,14.9
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T22:00,26.5,87,0.0,2.7,16.5,15.4
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-01T23:00,25.9,91,0.0,2.2,17.3,16.0
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-02T00:00,25.4,93,0.0,2.4,18.6,17.1
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-02T01:00,25.1,92,0.0,3.4,20.0,18.3
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-02T02:00,24.7,93,0.0,3.7,20.8,18.9
2026-09-01T09:56:04+09:00,대구,35.87028,128.59111,2026-09-02T03:00,24.4,95,0.0,4.1,21.2,19.0
