collected_at,location,latitude,longitude,forecast_time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,pm10,pm2_5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T00:00,19.2,83,0.0,1.9,31.8,30.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T01:00,18.7,85,0.0,1.8,33.1,31.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T02:00,19.0,83,0.0,4.1,33.3,31.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T03:00,18.7,85,0.0,5.0,34.0,32.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T04:00,18.4,86,0.0,5.4,35.6,34.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T05:00,18.3,87,0.0,5.4,38.0,36.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T06:00,18.1,89,0.0,5.2,41.4,40.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T07:00,18.1,91,0.0,4.6,45.5,44.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T08:00,19.1,91,0.0,4.3,41.1,40.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T09:00,20.7,86,0.0,5.4,25.4,22.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T10:00,22.5,78,0.0,5.9,17.3,13.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T11:00,24.2,70,0.0,6.9,16.5,12.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T12:00,25.6,62,0.0,7.1,15.5,11.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T13:00,26.5,57,0.0,5.4,14.1,11.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T14:00,27.2,54,0.0,4.6,12.3,10.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T15:00,27.3,52,0.0,4.8,10.6,9.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T16:00,27.1,51,0.0,4.3,10.1,9.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T17:00,26.7,52,0.0,3.4,10.3,9.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T18:00,25.6,59,0.0,1.1,13.4,12.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T19:00,24.2,71,0.0,1.6,15.9,15.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T20:00,23.0,78,0.0,1.1,17.2,16.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T21:00,22.8,73,0.0,3.4,17.9,16.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T22:00,22.0,79,0.0,3.6,19.6,18.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-24T23:00,21.3,83,0.0,3.6,21.4,20.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T00:00,20.6,84,0.0,3.4,25.0,24.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T01:00,19.8,87,0.0,4.0,29.7,28.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T02:00,19.2,88,0.0,4.2,33.8,32.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T03:00,19.2,85,0.0,0.5,36.3,34.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T04:00,18.6,88,0.0,4.4,38.3,36.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T05:00,18.3,90,0.0,4.6,41.2,39.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T06:00,17.6,94,0.0,2.5,44.2,40.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T07:00,17.6,95,0.0,1.1,47.8,42.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T08:00,19.4,90,0.0,1.8,41.1,35.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T09:00,21.1,86,0.0,2.7,27.9,21.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T10:00,23.2,78,0.0,5.7,22.9,17.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T11:00,24.6,71,0.0,7.1,21.0,16.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T12:00,25.2,65,0.0,7.3,19.8,14.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T13:00,25.3,62,0.0,6.9,19.9,14.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T14:00,25.4,61,0.0,6.2,21.4,15.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T15:00,25.3,61,0.0,5.6,21.7,15.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T16:00,24.9,62,0.0,4.5,21.8,15.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T17:00,24.1,68,0.0,4.5,21.6,16.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T18:00,23.1,75,0.0,4.7,20.8,15.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T19:00,22.4,75,0.0,5.8,19.8,15.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T20:00,21.8,79,0.0,8.0,19.3,15.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T21:00,21.2,84,0.1,8.2,18.9,15.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T22:00,20.8,87,0.0,6.6,19.2,15.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-25T23:00,20.5,88,0.0,1.8,21.0,16.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T00:00,19.9,93,0.1,0.8,23.2,18.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T01:00,19.5,94,0.0,1.1,23.8,19.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T02:00,19.2,95,0.0,3.1,23.5,18.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T03:00,19.0,95,0.0,3.3,23.2,18.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T04:00,19.1,95,0.0,2.9,24.2,18.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T05:00,19.1,94,0.0,3.5,25.3,19.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T06:00,18.7,96,0.0,3.0,27.5,22.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T07:00,18.8,96,0.0,0.8,33.8,27.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T08:00,19.2,95,0.0,1.1,33.9,28.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T09:00,20.1,92,0.0,1.5,34.6,28.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T10:00,21.2,87,0.0,1.8,30.2,23.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T11:00,22.0,83,0.0,1.4,22.5,16.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T12:00,23.0,78,0.0,1.1,20.1,14.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T13:00,24.0,70,0.0,2.6,19.3,13.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T14:00,24.5,65,0.0,5.2,19.1,13.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T15:00,24.2,67,0.0,5.7,19.7,13.7
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T16:00,24.0,67,0.0,4.3,20.4,14.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T17:00,23.9,67,0.0,3.3,21.4,15.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T18:00,23.0,74,0.0,3.6,25.2,18.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T19:00,22.1,80,0.0,4.0,31.9,25.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T20:00,21.5,84,0.0,5.2,34.9,28.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T21:00,21.2,84,0.0,5.2,35.5,29.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T22:00,20.8,85,0.0,4.4,35.5,29.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-26T23:00,20.5,87,0.0,3.2,36.1,30.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T00:00,20.2,89,0.0,4.0,36.8,31.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T01:00,19.9,87,0.0,4.1,36.9,31.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T02:00,19.6,86,0.0,2.9,36.6,31.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T03:00,19.2,86,0.0,1.7,36.0,30.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T04:00,18.4,87,0.0,3.1,35.4,29.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T05:00,17.8,89,0.0,4.1,34.7,29.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T06:00,17.3,92,0.0,1.6,34.8,29.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T07:00,17.8,91,0.0,2.2,35.4,31.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T08:00,20.8,72,0.0,0.4,34.7,33.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T09:00,23.1,63,0.0,2.3,37.1,31.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T10:00,25.3,54,0.0,3.0,34.6,29.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T11:00,27.2,47,0.0,3.4,21.9,17.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T12:00,28.6,41,0.0,6.0,16.9,14.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T13:00,29.6,37,0.0,8.9,14.3,12.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T14:00,30.0,35,0.0,11.5,13.4,11.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T15:00,30.0,34,0.0,10.6,12.5,10.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T16:00,29.7,36,0.0,10.0,11.2,9.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T17:00,28.9,38,0.0,8.8,10.4,8.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T18:00,28.0,42,0.0,7.3,15.3,13.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T19:00,27.0,47,0.0,5.7,22.0,20.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T20:00,25.9,52,0.0,3.8,27.7,26.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T21:00,24.8,58,0.0,2.7,27.0,25.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T22:00,23.8,63,0.0,3.1,25.2,23.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-27T23:00,23.0,67,0.0,4.3,25.4,23.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T00:00,22.2,70,0.0,5.1,26.5,25.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T01:00,21.6,74,0.0,5.2,27.0,25.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T02:00,21.0,76,0.0,5.0,27.5,26.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T03:00,20.6,78,0.0,4.8,28.7,27.4
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T04:00,20.2,78,0.0,4.6,30.0,28.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T05:00,19.9,76,0.0,4.3,32.1,31.2
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T06:00,20.0,73,0.0,4.2,34.8,34.0
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T07:00,20.6,72,0.0,4.4,38.6,37.8
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T08:00,21.6,69,0.0,4.8,41.3,40.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T09:00,22.8,66,0.0,4.8,43.2,42.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T10:00,24.4,60,0.0,4.1,49.0,47.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T11:00,26.2,53,0.0,3.4,44.2,42.5
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T12:00,27.5,49,0.0,3.2,42.7,40.9
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T13:00,28.1,46,0.0,4.6,44.0,42.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T14:00,28.3,45,0.0,7.1,43.8,42.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T15:00,28.2,44,0.0,8.9,41.1,39.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T16:00,27.8,44,0.0,8.4,35.0,33.6
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T17:00,27.1,46,0.0,7.0,30.4,29.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T18:00,26.3,48,0.0,5.4,32.2,31.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T19:00,25.4,52,0.0,3.2,35.2,34.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T20:00,24.4,57,0.0,2.6,37.0,36.1
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T21:00,23.5,63,0.0,4.2,38.1,37.3
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T22:00,22.7,70,0.0,5.0,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-28T23:00,21.9,78,0.0,5.2,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T00:00,21.3,85,0.0,5.3,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T01:00,20.7,91,0.0,5.4,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T02:00,20.3,95,0.0,5.2,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T03:00,19.9,98,0.0,5.2,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T04:00,19.5,100,0.0,5.2,,
2026-09-24T09:09:57+09:00,대구,35.87028,128.59111,2026-09-29T05:00,19.1,100,0.0,5.5,,
